docid,wordcount,f,ipm
"ivanov_ustinova.zagadka_broshennoy_lodki","32731",1, 0.01030
"kuznetsova_n.delo_o_podstrelennom_sokole","35531",1, 0.01030
"ivanov_ustinova.zagadka_podslushannyih_razgovorov","31920",1, 0.01030
"elkina.tayna_treh_pohischeniy","29774",1, 0.01030
"ivanov_ustinova.zagadka_propavshego_soseda","34084",1, 0.01030
"smirnov.novyi_mir_postroim","97975",1, 0.01030
"karganova.pesenka_myshonka","5541",1, 0.01030
"kim_anatolii.arina","3491",1, 0.01030
"platonov.lenivaya_devochka","213",1, 0.01030
"saharnov_sviatoslav.slony_i_chernilnitsy","3027",1, 0.01030
"krapivin.gvadelorka","80265",1, 0.01030
"murashova.barabashka_eto_ya","52959",1, 0.01030
"jemaitis.rebyata_s_golubinoi_padi","54692",1, 0.01030
"basova.sledy","34453",1, 0.01030
"polevoy.zoloto","142323",1, 0.01030
"krapivin_vladislav.brig_artemida","69790",1, 0.01030
"krapivin_vladislav.delo_o_rtutnoi_bombe","27751",1, 0.01030
"likstanov.pervoe_imya","85669",1, 0.01030
"bianki.chi-eto-nogi","1225",1, 0.01030
"krapivin_vladislav.koleso_perepelkina","55063",1, 0.01030
"golovachyova.duh_svetyashcheysya_maski","15735",1, 0.01030
"krapivin_vladislav.malchik_devochku_iskal","51769",1, 0.01030
"krapivin_vladislav.narisovannye_geroi","56758",1, 0.01030
"krapivin_vladislav.neprolivashka","15164",1, 0.01030
"krapivin_vladislav.odnazhdy_igrali","29661",1, 0.01030
"vilmont.sekret_chyornoy_damyi","35638",1, 0.01030
"suhinov.podzemele_oborotnya","39251",1, 0.01030
"ronshin.koshmaryi_stantsii_martyishkino","26712",1, 0.01030
"krapivin_vladislav.pod_sozvezdiyem_oriona","21694",1, 0.01030
"ilina.pushistyi_gost","7661",1, 0.01030
"krapivin_vladislav.ryzheye_znamya_upryamstva","91871",1, 0.01030
"krapivin_vladislav.slavka_s_ulitsy_gertsena","104260",1, 0.01030
"krapivin_vladislav.topot_shakhmatnykh_loshadok","59324",1, 0.01030
"ronshin.tayna_odnoglazoy_dzhokondyi","47896",1, 0.01030
"kryukova.povtorenie_proydennogo","29009",1, 0.01030
"bazhov.kamennyj_cvetok","5720",1, 0.01030
"nekrasova.tolstyiy_na_kladbische_dikarey","41429",1, 0.01030
"kuznetsova_n.delo_o_blednom_vampire","35069",1, 0.01030
"kuznetsova_n.delo_o_bosonogoy_printsesse","38151",1, 0.01030
"kuznetsova_n.delo_o_chyornom_vorone","39397",1, 0.01030
"kuznetsova_n.delo_o_lesnoy_tsaritse","38553",1, 0.01030
"kuznetsova_n.delo_o_nebesnom_parusnike","35403",1, 0.01030
"glebov.karabarchik","53220",1, 0.01030
"kuznetsova_n.delo_o_piratskom_sunduke","42425",1, 0.01030
"aleksin_anatoliy.bezumnaya_evdokiya","8147",1, 0.01030
"kuznetsova_n.delo_o_poteryannom_klyuchike","39745",1, 0.01030
"osipov.bolshoy_den_pavki_polumesyaceva","4288",1, 0.01030
"vilmont.neozhidannaya_razvyazka","34835",1, 0.01030
"prishvin.druzhba","2007",1, 0.01030
"kuznetsova_n.delo_o_razbitom_binokle","36254",1, 0.01030
"kuznetsova_n.delo_o_shamanskom_talismane","34170",1, 0.01030
"sotnikov.pohischenie_lunnogo_kamnya","35749",1, 0.01030
"kuznetsova_n.delo_o_tantsuyuschey_statue","41644",1, 0.01030
"kuznetsova_n.delo_o_volshebnom_snadobe","39084",1, 0.01030
"kuznetsova_n.meteorit_v_podarok","36139",1, 0.01030
"levanova.more_mechty_marina_i_eyo_rybki","39512",1, 0.01030
"lubenets.amulet_dlya_vlyublennykh","31332",1, 0.01030
"lubenets.bal_moey_mechty","30835",1, 0.01030
"lubenets.den_vsekh_vlyublennykh","25656",1, 0.01030
"lubenets.potseluy_pod_dozhdem","14330",1, 0.01030
"verkin.spasti_elvisa","25926",1, 0.01030
"lubenets.vypusknoy_roman","25277",1, 0.01030
"lubenets.zolotaya_devochka","26838",1, 0.01030
"brushtein.vesna","87678",1, 0.01030
"malyshev_igor.dom","37251",1, 0.01030
"gusev.privideniya_na_tsyipochkah","32303",1, 0.01030
"miheeva.deti_delfinov","40654",1, 0.01030
"miheeva_tamara.asino_leto","50878",1, 0.01030
"iljina.eto_moia_shkola","120169",1, 0.01030
"abramov.pelageia","18899",1, 0.01030
"murashova.gvardiya_trevogi","70367",1, 0.01030
"muravyeva_irina.veselye_rebyata","82068",1, 0.01030
"nazarkin.izumrudnaya_ryibka","12470",1, 0.01030
"karelin.na_tihoy_ulitse","45427",1, 0.01030
"nekrasov.blin_i_klad_napoleona","47044",1, 0.01030
"nekrasov.diversiya_muhi","34732",1, 0.01030
"nekrasov.muha_i_sbezhavshaya_mumiya","39666",1, 0.01030
"nekrasov.muha_i_sverkayuschiy_ryitsar","42816",1, 0.01030
"nekrasova.tolstyiy-spasitel_frantsuzskoy_koronyi","35002",1, 0.01030
"volkov.zvezda_utrennyaya","86939",1, 0.01030
"shundik.na_severe_dalnem","83978",1, 0.01030
"nekrasova.tolstyiy-syischik_podvodnogo_tsarstva","37098",1, 0.01030
"chepovetski_efim.neposeda_miakish_i_netak","44989",1, 0.01030
"nekrasova.tolstyiy_protiv_pohititelya_drakona","39405",1, 0.01030
"nekrasova.tvoy_drug_vampir","13930",1, 0.01030
"nesterina.luchshaya_parochka_sezona","25877",1, 0.01030
"nesterina.mafiya_pishet_operu","30821",1, 0.01030
"kazantsev.vnuki_marsa","35292",1, 0.01030
"nesterina.mafiya_protiv_tyomnyih_sil","36944",1, 0.01030
"zhitkov_b.veselyy_kupec","2769",1, 0.01030
"nesterina.mafiya_sobiraetsya_v_polnoch","39182",1, 0.01030
"drobina.operatsiya_anti-vudu","34669",1, 0.01030
"nesterina.mafiya_zabivaet_strelku","36918",1, 0.01030
"nesterina.syischik_ischi_vora","30658",1, 0.01030
"bremener_maks.tebe_posvyatshaetsa","77291",1, 0.01030
"petrosyan.dom_v_kotorom","230688",1, 0.01030
"pristavkin_anatolii.letayutshaya_tetushka","14980",1, 0.01030
"kuznetsova_n.delo_o_neulovimom_prizrake","42867",1, 0.01030
"ronshin.tayna_proshlogodnego_snega","33394",1, 0.01030
"ronshin_valerii.detskii_sadik_no_13","16134",1, 0.01030
"ruslanova.portret_neprikayannogo_duha","24524",1, 0.01030
"ilyina_elena.shum_i_shumok","2128",1, 0.01030
"salomatov_andrei.v_poiskah_volshebnogo_kamnya","43121",1, 0.01030
"scheglov.naslednik_muhi_tsetse","35311",1, 0.01030
"scheglov.sobaka_ru","31239",1, 0.01030
"yakovleva.kradenyy_gorod","57109",1, 0.01030
"vostokov.veter_delayut_derevya","8518",1, 0.01030
"scherbinin.dva_prizraka","19705",1, 0.01030
"rybakov_anatoliy.bronzovaya_ptitsa","57399",1, 0.01030
"vorobey.dar_neptuna","21799",1, 0.01030
"krapivin_vladislav.staryy_dom","2857",1, 0.01030
"scherbinin.koroleva_mertvogo_goroda","19394",1, 0.01030
"pishvin.drova","607",1, 0.01030
"selin.dose_na_monstra","15736",1, 0.01030
"zamojskij.pismo_k_leniny","2318",1, 0.01030
"selin.taksi_dlya_oborotnya","37094",1, 0.01030
"semin.poiski_zolotih_pchel","40193",1, 0.01030
"pogodin_radiy.shag_s_kryshi","22075",1, 0.01030
"shcheglov.dobro_pozhalovat_na_dno","30566",1, 0.01030
"shcheglov.meshok_s_neschastyami","36877",1, 0.01030
"snegov.mechta_huligana","24603",1, 0.01030
"snegov.prazdnik_pervogo_snega","23603",1, 0.01030
"snegov.strannaya_devochka","23828",1, 0.01030
"sotnikov.honorik_vyihodit_na_delo","32584",1, 0.01030
"averin.vorovstvo_i_volshebstvo","39286",1, 0.01030
"sotnikov.moshennik_na_pole_chudes","37068",1, 0.01030
"sotnikov.pohischenie_nepravilnoy_sobaki","29627",1, 0.01030
"neverov.tashkent__gorod_hlebniy","23590",1, 0.01030
"lyashko.domennaia_pech","28890",1, 0.01030
"vorobey.ne_budem_druzyami","17203",1, 0.01030
"sotnikov.poluostrov_sokrovisch","33975",1, 0.01030
"sotnikov.porosenok_ru","21307",1, 0.01030
"sotnikov.prostofilya_i_zaklyate_drevnih_duhov","31447",1, 0.01030
"sotnikov.rusalka_poisk","26227",1, 0.01030
"korshunov.krabiy_tupik","5823",1, 0.01030
"sotnikov.sledstvie_vedet_prostofilya","34129",1, 0.01030
"sotnikov.syischiki_protiv_bolotnyih_piratov","35922",1, 0.01030
"krapivin_vladislav.davno_okonchilas_osada","91166",1, 0.01030
"suhinov.drevnyaya_kniga_oborotnya","33391",1, 0.01030
"suhinov.yadovitye_klyki_oborotnya","37149",1, 0.01030
"varshavskii.indeks_ye-81","2653",1, 0.01030
"suhinov_sergei.bitva_v_podzemnoi_strane","37741",1, 0.01030
"suhinov_sergei.charodei_iz_atlantidy","44122",1, 0.01030
"nosov.vitia_maleev","39871",1, 0.01030
"suhinov_sergei.gudvin_velikii_i_ujasnyi","22006",1, 0.01030
"suhinov_sergei.korol_ludushka","42194",1, 0.01030
"kataev.cvetik_semicvetik","1777",1, 0.01030
"suhinov_sergei.rycari_sveta_i_tmy","46866",1, 0.01030
"bulychev.opasnye_skazki","24262",1, 0.01030
"tronina.sekret_novogo_imidzha","42342",1, 0.01030
"tronina.vecherinka_mechtyi","23117",1, 0.01030
"usachev_andrei.malusya_i_rogoped","19790",1, 0.01030
"kolokolov.degtyarnyj_duh","3922",1, 0.01030
"krapivin.begstvo_rogatyh_vikingov","6689",1, 0.01030
"usacheva.dom_tyisyachi_strahov","37032",1, 0.01030
"usacheva.noch_vosstavshih_mertvetsov","39819",1, 0.01030
"usacheva.pyatnitsa-game_over","23238",1, 0.01030
"usacheva.tri_zhelaniya_dlya_zolotoy_ryibki","38601",1, 0.01030
"verkin.chelyusti_groza_okrugi.sekretyi_nastoyaschey_ryibalki","27402",1, 0.01030
"verkin.chudovische_s_ulitsyi_rozyi","36748",1, 0.01030
"zhvalevskiy_pasternak.ya_hochu_v_shkolu","60756",1, 0.01030
"verkin.iskusstvo_trebuet_zhertv.kak_snyat_videoklip","23217",1, 0.01030
"gurevich.prokhozhdeniye_nemezidy","15116",1, 0.01030
"verkin.lesnoy_ekstrim.v_pogone_za_snezhnyim_chelovekom","21824",1, 0.01030
"verkin.pravda_o_privideniyah","36595",1, 0.01030
"verkin.snezhnye_psy","92161",1, 0.01030
"aleksin_anatoliy.samyi_schastlivyi_den","1548",1, 0.01030
"verkin.steklyannaya_ruka","18065",1, 0.01030
"verkin.v_shkole_yunyih_skautov.poiski_klada","23803",1, 0.01030
"vilmont.kto_spaset_zalozhnitsu","32883",1, 0.01030
"ivanov_ustinova.zagadka_bordovogo_portfelya","33653",1, 0.01030
"vilmont.maskirovka_dlya_zlodeyki","36982",1, 0.01030
"vilmont.sekret_potryopannogo_baula","35033",1, 0.01030
"bulychev.gorod_bez_pamyati","58843",1, 0.01030
"vlodavets.chernaya_kniga_vremen","37562",1, 0.01030
"vlodavets.chudische_poganoe","39542",1, 0.01030
"averin.pautina_hakera","28019",1, 0.01030
"vlodavets.koldovskaya_voda","45400",1, 0.01030
"miheeva.ostrovityane","21400",1, 0.01030
"vlodavets.trinadtsatyiy_chas_nochi","26409",1, 0.01030
"vlodavets.velikiy_nekromanser","36689",1, 0.01030
"volyinskaya_kascheev.11_vragov_it-syischika","44659",1, 0.01030
"kassil.budte_gotovy","29804",1, 0.01030
"volyinskaya_kascheev.pyat_limonov_na_morozhenoe","45228",1, 0.01030
"krapivin_vladislav.struna_i_lyustra","38047",1, 0.01030
"volyinskaya_kascheev.snegurochka_s_dinamitom","38995",1, 0.01030
"dorohov_pavel.belye_volki","17703",1, 0.01030
"sotnik.yasnovidyashchaya_ili_eta_uzhasnaya_ulica","52145",1, 0.01030
"volyinskaya_kascheev.sokrovische_forever","43137",1, 0.01030
"vorobey.borya_plyus_lena_ravno_l","25975",1, 0.01030
"vorobey.bud_soboy","20821",1, 0.01030
"vershinin.priklucheniya_medvedya","3313",1, 0.01030
"basova.taniets_vietra_sirokko","5221",1, 0.01030
"vorobey.defile_po_podiumu","22414",1, 0.01030
"prishvin.o_chem_shepchutsya","481",1, 0.01030
"turkin.u_kapkana","1398",1, 0.01030
"myasnikov.operaciya_muravey","6506",1, 0.01030
"vorobey.devushka_s_zadachnikom","20710",1, 0.01030
"krapivin.steklyannye_tajny_simki_zujka","84840",1, 0.01030
"bianki.krasnaja_gorka","1952",1, 0.01030
"ivanov_ustinova.zagadka_ischeznuvshego_druga","36202",1, 0.01030
"vorobey.druzya_poznayutsya_v_bede","24707",1, 0.01030
"nasimovich.kazak_yarko","2196",1, 0.01030
"vorobey.lyubov_online","14666",1, 0.01030
"vorobey.maestro_muzyku","17716",1, 0.01030
"vorobey.moy_edinstvennyy_chelovek","17561",1, 0.01030
"vorobey.ostansya_so_mnoy","19444",1, 0.01030
"vorobey.posledniy_zvonok","22653",1, 0.01030
"vorobey.sumasshedshie_kanikuly","20415",1, 0.01030
"vorobey.tak_ne_byvaet","18661",1, 0.01030
"vorobey.tort_s_chernoslivom","22110",1, 0.01030
"vorobey.ty_menya_bolshe_ne_lyubish","18198",1, 0.01030
"vorobey.vecher_otkrytyh_serdec","18870",1, 0.01030
"nesterina.pudel_brodit_po_evrope","31388",1, 0.01030
"vorobey.vse_reshaesh_ty","21271",1, 0.01030
"vorobey.ya_ne_narochno","18850",1, 0.01030
"sventickaa.byvshaya","1149",1, 0.01030
"lagin.bronenosets_anyta","19880",1, 0.01030
"vorobey.zabludshaya_dusha","19121",1, 0.01030
"vorobey.zapozdaloe_raskayanie","18328",1, 0.01030
"aromshtam.kogda_otdyhayut_angely","43977",1, 0.01030
"arutyunyanc.ivanushka_pervyy_ili_vremya_charodeya","46590",1, 0.01030
"atamanov.seryj_voron_doroga_k_rycarstvu","149243",1, 0.01030
"bershadskaya.bolshaya_malenkaya_devochka_7_grustnyy_radostnyy_prazdnik","7220",1, 0.01030
"likhanov.labirint","65033",1, 0.01030
"aya_en.bibliya_v_smskah","68103",1, 0.01030
"kazantsev.pylayushchii_ostrov","123446",1, 0.01030
"paustovskiy.kara_bugaz","30965",1, 0.01030
"basova.otkrytyie_okna","24662",1, 0.01030
"loiko.jenka-naoborot","46371",1, 0.01030
"basova.uezzhayushchie_i_ostayushchiesya","13758",1, 0.01030
